file_name,set,class
right\fac74f6a_nohash_2.wav,0,2
up\f9bdf10e_nohash_0.wav,0,4
down\e9abfe31_nohash_3.wav,0,0
stop\e9323bd9_nohash_0.wav,0,3
left\989a2213_nohash_1.wav,0,1
down\a5d1becc_nohash_1.wav,0,0
stop\4fd4d073_nohash_0.wav,0,3
left\e0344f60_nohash_0.wav,0,1
up\cfde27ba_nohash_1.wav,0,4
right\ca4d5368_nohash_2.wav,0,2
left\3102f006_nohash_4.wav,0,1
right\c0fb6812_nohash_0.wav,0,2
up\627c0bec_nohash_0.wav,0,4
up\333d7ddb_nohash_1.wav,0,4
up\5677ec77_nohash_1.wav,0,4
left\7622d95b_nohash_1.wav,0,1
down\bb05582b_nohash_2.wav,0,0
stop\2fee065a_nohash_4.wav,0,3
down\f568162b_nohash_3.wav,0,0
left\6ace4fe1_nohash_2.wav,0,1
stop\834f03fe_nohash_4.wav,0,3
right\42f81601_nohash_0.wav,0,2
up\a5d1becc_nohash_2.wav,0,4
up\97f4c236_nohash_1.wav,0,4
left\6c88cf25_nohash_0.wav,0,1
up\1657c9fa_nohash_1.wav,0,4
up\6e8b9b7b_nohash_0.wav,0,4
stop\fa52ddf6_nohash_0.wav,0,3
left\71aa5b54_nohash_0.wav,0,1
down\0a9f9af7_nohash_1.wav,0,0
right\824e8ce5_nohash_1.wav,0,2
stop\a4383927_nohash_0.wav,0,3
up\63f7a489_nohash_3.wav,0,4
left\9d8ac38b_nohash_2.wav,0,1
left\ff0e27c3_nohash_0.wav,0,1
right\a04817c2_nohash_4.wav,0,2
down\61ab8fbc_nohash_0.wav,0,0
down\525eaa62_nohash_2.wav,0,0
up\9151f184_nohash_1.wav,0,4
left\15c563d7_nohash_2.wav,0,1
down\a293e285_nohash_2.wav,0,0
right\9be15e93_nohash_2.wav,0,2
up\ac9dee0e_nohash_2.wav,0,4
left\9f7079fe_nohash_2.wav,0,1
right\33903159_nohash_1.wav,0,2
stop\7211390b_nohash_1.wav,0,3
up\f035e2ea_nohash_1.wav,0,4
up\7ca023e2_nohash_0.wav,0,4
down\a8ee11c7_nohash_0.wav,0,0
stop\eb609143_nohash_0.wav,0,3
right\65d81c54_nohash_0.wav,0,2
right\ae82c78c_nohash_0.wav,0,2
down\b9f46737_nohash_1.wav,0,0
right\24a3e589_nohash_2.wav,0,2
down\d5cdb23e_nohash_0.wav,0,0
stop\311fde72_nohash_2.wav,0,3
down\62ccd358_nohash_0.wav,0,0
right\3d794813_nohash_3.wav,0,2
left\61ab8fbc_nohash_3.wav,0,1
stop\462e1919_nohash_1.wav,0,3
up\62ccd358_nohash_1.wav,0,4
stop\8e523821_nohash_3.wav,0,3
right\7257420c_nohash_0.wav,0,2
stop\85851131_nohash_4.wav,0,3
left\7846fd85_nohash_4.wav,0,1
down\9b02d503_nohash_3.wav,0,0
down\779de043_nohash_3.wav,0,0
left\77f185d3_nohash_2.wav,0,1
stop\3cfc6b3a_nohash_0.wav,0,3
down\2d92f18b_nohash_0.wav,0,0
down\56eb74ae_nohash_2.wav,0,0
right\91b03183_nohash_0.wav,0,2
up\bb6d4301_nohash_0.wav,0,4
up\73f0c1f7_nohash_0.wav,0,4
left\6f2c6f7e_nohash_0.wav,0,1
left\ec201020_nohash_2.wav,0,1
right\1e9b215e_nohash_0.wav,0,2
down\2f813234_nohash_0.wav,0,0
down\65079685_nohash_1.wav,0,0
stop\db7c95b0_nohash_1.wav,0,3
stop\368bedd4_nohash_0.wav,0,3
down\ffd2ba2f_nohash_0.wav,0,0
left\f68160c0_nohash_3.wav,0,1
right\3e31dffe_nohash_1.wav,0,2
down\215699ff_nohash_1.wav,0,0
up\2a0b413e_nohash_0.wav,0,4
down\a1dd919f_nohash_0.wav,0,0
up\1e9e6bdd_nohash_0.wav,0,4
left\a045368c_nohash_0.wav,0,1
stop\173ae793_nohash_0.wav,0,3
stop\353b4d33_nohash_0.wav,0,3
down\ff0e27c3_nohash_0.wav,0,0
down\10ace7eb_nohash_4.wav,0,0
down\8fe52b97_nohash_0.wav,0,0
left\a80f9f53_nohash_0.wav,0,1
stop\173ae793_nohash_1.wav,0,3
up\06f6c194_nohash_1.wav,0,4
left\257251e0_nohash_0.wav,0,1
up\d9d08edd_nohash_0.wav,0,4
down\c9027901_nohash_0.wav,0,0
up\84d1e469_nohash_0.wav,0,4
right\a5527c48_nohash_0.wav,0,2
down\3b4f8f24_nohash_1.wav,0,0
stop\11860c84_nohash_1.wav,0,3
right\b414c653_nohash_1.wav,0,2
stop\a8688b67_nohash_0.wav,0,3
left\92e17cc4_nohash_1.wav,0,1
stop\82e7204d_nohash_1.wav,0,3
left\aff582a1_nohash_2.wav,0,1
up\28e47b1a_nohash_0.wav,0,4
stop\a6d586b7_nohash_3.wav,0,3
right\c245d3d7_nohash_0.wav,0,2
stop\434a267c_nohash_0.wav,0,3
left\4a0e2c16_nohash_0.wav,0,1
stop\226537ab_nohash_0.wav,0,3
right\97ae8b25_nohash_1.wav,0,2
left\46a153d8_nohash_1.wav,0,1
left\3102f006_nohash_3.wav,0,1
right\529eda42_nohash_1.wav,0,2
right\8dd24423_nohash_0.wav,0,2
stop\d0745d72_nohash_0.wav,0,3
down\a77fbcfd_nohash_3.wav,0,0
stop\686d030b_nohash_4.wav,0,3
right\5104f2f4_nohash_1.wav,0,2
up\1b627376_nohash_1.wav,0,4
down\067f61e2_nohash_0.wav,0,0
left\24a3e589_nohash_2.wav,0,1
up\878befa7_nohash_0.wav,0,4
up\48e8b82a_nohash_0.wav,0,4
down\d103dd6e_nohash_1.wav,0,0
right\0a5636ca_nohash_0.wav,0,2
right\f618568f_nohash_2.wav,0,2
right\c98bbbd3_nohash_1.wav,0,2
right\067f61e2_nohash_4.wav,0,2
left\c1d39ce8_nohash_4.wav,0,1
stop\c22d3f18_nohash_2.wav,0,3
stop\d1d3e64d_nohash_0.wav,0,3
stop\9b6c08ba_nohash_0.wav,0,3
stop\19e98e89_nohash_0.wav,0,3
up\6a497f80_nohash_1.wav,0,4
stop\113b3fbc_nohash_3.wav,0,3
stop\0e6e36c9_nohash_4.wav,0,3
right\0717b9f6_nohash_2.wav,0,2
down\3bfd30e6_nohash_0.wav,0,0
up\a3518e99_nohash_0.wav,0,4
up\74241b28_nohash_3.wav,0,4
stop\aa80f517_nohash_4.wav,0,3
left\617de221_nohash_1.wav,0,1
stop\cce7416f_nohash_7.wav,0,3
right\81332c92_nohash_1.wav,0,2
stop\4954abe8_nohash_0.wav,0,3
up\37dca74f_nohash_3.wav,0,4
stop\824e8ce5_nohash_1.wav,0,3
left\9dc1889e_nohash_1.wav,0,1
down\616420be_nohash_3.wav,0,0
up\471a0925_nohash_3.wav,0,4
up\893705bb_nohash_16.wav,0,4
down\e0315cf6_nohash_3.wav,0,0
up\035de8fe_nohash_0.wav,0,4
stop\b528edb3_nohash_2.wav,0,3
right\24ed94ab_nohash_1.wav,0,2
right\7d6b4b10_nohash_0.wav,0,2
stop\fffcabd1_nohash_1.wav,0,3
stop\dea820ce_nohash_0.wav,0,3
up\fa52ddf6_nohash_1.wav,0,4
right\8442ea62_nohash_0.wav,0,2
right\24b82192_nohash_1.wav,0,2
left\cb72dfb6_nohash_3.wav,0,1
right\35d1b6ee_nohash_2.wav,0,2
stop\f21893dc_nohash_0.wav,0,3
left\0ea9c8ce_nohash_0.wav,0,1
stop\18f8afd5_nohash_1.wav,0,3
right\627c0bec_nohash_1.wav,0,2
stop\bb05582b_nohash_1.wav,0,3
left\2510c044_nohash_0.wav,0,1
right\b49caed3_nohash_1.wav,0,2
stop\ab5ae445_nohash_2.wav,0,3
left\18a8f03f_nohash_0.wav,0,1
right\fc2411fe_nohash_1.wav,0,2
down\9ff2d2f4_nohash_3.wav,0,0
up\763188c4_nohash_1.wav,0,4
left\e63b69c5_nohash_0.wav,0,1
down\da584bc0_nohash_4.wav,0,0
down\57152045_nohash_2.wav,0,0
up\f9bdf10e_nohash_1.wav,0,4
up\b6091c84_nohash_0.wav,0,4
up\4a4e28f1_nohash_1.wav,0,4
right\234ab0fb_nohash_1.wav,0,2
stop\b36c27c2_nohash_0.wav,0,3
down\dae01802_nohash_1.wav,0,0
left\179a61b7_nohash_3.wav,0,1
stop\779de043_nohash_0.wav,0,3
down\5588c7e6_nohash_1.wav,0,0
up\5769c5ab_nohash_3.wav,0,4
right\2144be19_nohash_0.wav,0,2
up\1b4c9b89_nohash_1.wav,0,4
up\ab5b211a_nohash_0.wav,0,4
left\c79159aa_nohash_0.wav,0,1
right\b5cf6ea8_nohash_1.wav,0,2
right\37a3cd33_nohash_0.wav,0,2
left\64f83f0e_nohash_1.wav,0,1
right\9448c397_nohash_4.wav,0,2
up\dce05676_nohash_1.wav,0,4
up\890cc926_nohash_0.wav,0,4
up\1b18600d_nohash_0.wav,0,4
stop\7213ed54_nohash_1.wav,0,3
down\4e6902d0_nohash_0.wav,0,0
up\9e46cfa1_nohash_0.wav,0,4
up\5f5eef60_nohash_2.wav,0,4
left\1dc86f91_nohash_3.wav,0,1
stop\64220627_nohash_1.wav,0,3
left\659b7fae_nohash_1.wav,0,1
stop\845f8553_nohash_0.wav,0,3
right\2aca1e72_nohash_3.wav,0,2
up\02ade946_nohash_4.wav,0,4
right\41dce6f5_nohash_1.wav,0,2
right\1eddce1d_nohash_1.wav,0,2
up\bde0f20a_nohash_5.wav,0,4
down\3d53244b_nohash_3.wav,0,0
down\b9f46737_nohash_2.wav,0,0
stop\99e6cab8_nohash_0.wav,0,3
left\365908bd_nohash_1.wav,0,1
right\beb458a4_nohash_4.wav,0,2
right\87070229_nohash_0.wav,0,2
right\a5609cce_nohash_0.wav,0,2
right\b2ae3928_nohash_1.wav,0,2
left\4c6944d6_nohash_2.wav,0,1
down\ac9dee0e_nohash_1.wav,0,0
right\7e1054e7_nohash_0.wav,0,2
right\236b6113_nohash_0.wav,0,2
left\4634529e_nohash_0.wav,0,1
left\742d6431_nohash_1.wav,0,1
stop\e3e0f145_nohash_4.wav,0,3
up\f6617a86_nohash_0.wav,0,4
right\608473c9_nohash_0.wav,0,2
down\73f20b00_nohash_2.wav,0,0
stop\06f6c194_nohash_3.wav,0,3
stop\e6515415_nohash_0.wav,0,3
right\d069e6ff_nohash_0.wav,0,2
down\472b8045_nohash_1.wav,0,0
left\9886d8bf_nohash_2.wav,0,1
left\840eab5a_nohash_1.wav,0,1
up\f798ac78_nohash_4.wav,0,4
left\fb8c31a9_nohash_2.wav,0,1
left\d85270c1_nohash_0.wav,0,1
stop\b49caed3_nohash_1.wav,0,3
up\4c841771_nohash_5.wav,0,4
left\51055bda_nohash_1.wav,0,1
right\65c73b55_nohash_0.wav,0,2
down\fd9c7413_nohash_1.wav,0,0
right\b29f8b23_nohash_3.wav,0,2
stop\f5626af6_nohash_3.wav,0,3
right\73124b26_nohash_0.wav,0,2
down\3d6bee47_nohash_2.wav,0,0
right\5f9cd2eb_nohash_6.wav,0,2
stop\c22d3f18_nohash_4.wav,0,3
stop\24befdb3_nohash_0.wav,0,3
right\2e75d37a_nohash_4.wav,0,2
stop\340c8b10_nohash_2.wav,0,3
left\f19c1390_nohash_0.wav,0,1
up\211b928a_nohash_2.wav,0,4
down\72e382bd_nohash_4.wav,0,0
left\bab36420_nohash_0.wav,0,1
left\f8ba7c0e_nohash_1.wav,0,1
up\234d6a48_nohash_2.wav,0,4
up\42beb5eb_nohash_1.wav,0,4
down\cb2929ce_nohash_2.wav,0,0
down\b3bb4dd6_nohash_1.wav,0,0
down\2aca1e72_nohash_0.wav,0,0
left\5a3fc246_nohash_0.wav,0,1
stop\2a1f4853_nohash_1.wav,0,3
right\7d149b38_nohash_0.wav,0,2
stop\24c9f572_nohash_1.wav,0,3
left\ccb1266b_nohash_0.wav,0,1
right\0f7266cf_nohash_4.wav,0,2
right\15dd287d_nohash_1.wav,0,2
right\87070229_nohash_2.wav,0,2
left\f2e9b610_nohash_3.wav,0,1
right\6ac35824_nohash_0.wav,0,2
down\5ebc1cda_nohash_2.wav,0,0
down\f810e799_nohash_1.wav,0,0
stop\7add4c5f_nohash_0.wav,0,3
stop\4c6167ca_nohash_0.wav,0,3
stop\978240e1_nohash_2.wav,0,3
down\f2898d06_nohash_3.wav,0,0
down\6904f0cb_nohash_1.wav,0,0
left\0d82fd99_nohash_0.wav,0,1
down\bb6d4301_nohash_3.wav,0,0
right\e41a903b_nohash_1.wav,0,2
right\6565a81d_nohash_1.wav,0,2
left\f822b9bf_nohash_0.wav,0,1
up\8e05039f_nohash_2.wav,0,4
up\09ddc105_nohash_0.wav,0,4
up\c351e611_nohash_2.wav,0,4
up\18a1aab9_nohash_0.wav,0,4
right\2b715941_nohash_0.wav,0,2
up\1b42b551_nohash_3.wav,0,4
right\c392e01d_nohash_0.wav,0,2
down\1c84a139_nohash_3.wav,0,0
up\1816b768_nohash_0.wav,0,4
stop\1afd49bf_nohash_1.wav,0,3
right\1dc86f91_nohash_3.wav,0,2
down\a84dee7b_nohash_0.wav,0,0
stop\f568162b_nohash_0.wav,0,3
stop\b46e8153_nohash_0.wav,0,3
down\8b25410a_nohash_3.wav,0,0
right\067f61e2_nohash_1.wav,0,2
left\83957201_nohash_0.wav,0,1
left\017c4098_nohash_3.wav,0,1
down\256c0a05_nohash_2.wav,0,0
up\ca4d5368_nohash_3.wav,0,4
right\ffd2ba2f_nohash_1.wav,0,2
down\d33df435_nohash_0.wav,0,0
left\cd7f8c1b_nohash_1.wav,0,1
down\ace072ba_nohash_4.wav,0,0
left\c2dccf38_nohash_0.wav,0,1
left\91942e89_nohash_0.wav,0,1
down\9448c397_nohash_0.wav,0,0
stop\4c6167ca_nohash_4.wav,0,3
down\e9bc5cc2_nohash_3.wav,0,0
up\179a61b7_nohash_3.wav,0,4
left\62f05757_nohash_2.wav,0,1
up\0ba018fc_nohash_1.wav,0,4
up\cb62dbf1_nohash_3.wav,0,4
up\31267b59_nohash_0.wav,0,4
right\9a4d12fd_nohash_0.wav,0,2
down\d8521ea0_nohash_0.wav,0,0
right\7fb8d703_nohash_0.wav,0,2
right\735845ab_nohash_0.wav,0,2
up\23da904f_nohash_2.wav,0,4
stop\c4500713_nohash_0.wav,0,3
left\3b195250_nohash_0.wav,0,1
right\db24628d_nohash_1.wav,0,2
stop\5195f0ec_nohash_0.wav,0,3
left\d0858dce_nohash_0.wav,0,1
stop\66aa0f29_nohash_0.wav,0,3
down\5a5721f8_nohash_2.wav,0,0
down\da040491_nohash_2.wav,0,0
down\113b3fbc_nohash_1.wav,0,0
right\418e7158_nohash_4.wav,0,2
up\0f7266cf_nohash_2.wav,0,4
up\77655bdf_nohash_0.wav,0,4
up\9b3ea809_nohash_0.wav,0,4
left\fbb56351_nohash_3.wav,0,1
stop\e32ff49d_nohash_1.wav,0,3
right\3291330e_nohash_3.wav,0,2
right\ce0cb033_nohash_0.wav,0,2
left\e1469561_nohash_0.wav,0,1
stop\42a99aec_nohash_2.wav,0,3
up\7cfb1618_nohash_0.wav,0,4
left\591d32f3_nohash_2.wav,0,1
up\4c841771_nohash_2.wav,0,4
left\6c0f6493_nohash_3.wav,0,1
up\72e382bd_nohash_2.wav,0,4
right\784e281a_nohash_0.wav,0,2
left\1ed557b9_nohash_2.wav,0,1
stop\1dc86f91_nohash_4.wav,0,3
right\f4f59743_nohash_0.wav,0,2
up\aa48c94a_nohash_0.wav,0,4
up\7e783e3f_nohash_0.wav,0,4
up\25e95412_nohash_2.wav,0,4
left\324210dd_nohash_0.wav,0,1
down\8e523821_nohash_2.wav,0,0
down\bbc30633_nohash_0.wav,0,0
right\b9515bf3_nohash_2.wav,0,2
right\c22ebf46_nohash_4.wav,0,2
up\aff582a1_nohash_2.wav,0,4
left\23da904f_nohash_4.wav,0,1
stop\0ff728b5_nohash_0.wav,0,3
down\5c39594f_nohash_4.wav,0,0
up\1496195a_nohash_0.wav,0,4
stop\1473be6a_nohash_0.wav,0,3
stop\71d0ded4_nohash_1.wav,0,3
stop\97e0c576_nohash_0.wav,0,3
stop\0a196374_nohash_2.wav,0,3
stop\2bdbe5f7_nohash_3.wav,0,3
right\31fd5cf5_nohash_1.wav,0,2
up\a6f2fd71_nohash_4.wav,0,4
left\825f450d_nohash_3.wav,0,1
down\b0f5b16d_nohash_1.wav,0,0
up\692a88e6_nohash_4.wav,0,4
left\9151f184_nohash_3.wav,0,1
stop\1993db46_nohash_0.wav,0,3
stop\0a2b400e_nohash_3.wav,0,3
stop\ae82c78c_nohash_0.wav,0,3
left\3f45a0cf_nohash_2.wav,0,1
left\983577be_nohash_0.wav,0,1
up\5b1db3ee_nohash_0.wav,0,4
left\f798ac78_nohash_2.wav,0,1
stop\08ab231c_nohash_1.wav,0,3
up\dca2797e_nohash_1.wav,0,4
down\d3831f6a_nohash_4.wav,0,0
left\c634a189_nohash_3.wav,0,1
left\bcf614a2_nohash_3.wav,0,1
stop\325a0c39_nohash_0.wav,0,3
up\f174517e_nohash_0.wav,0,4
down\f8f60f59_nohash_4.wav,0,0
down\171b56dc_nohash_1.wav,0,0
stop\4c6167ca_nohash_5.wav,0,3
down\6f2f57c1_nohash_0.wav,0,0
down\a40c62f1_nohash_0.wav,0,0
down\e7bcee8a_nohash_0.wav,0,0
left\d7467392_nohash_1.wav,0,1
up\92b0a735_nohash_0.wav,0,4
stop\ede2f4ee_nohash_0.wav,0,3
right\2b5e346d_nohash_4.wav,0,2
down\de89e2ca_nohash_1.wav,0,0
stop\c2dccf38_nohash_3.wav,0,3
stop\97f4c236_nohash_0.wav,0,3
left\834f03fe_nohash_1.wav,0,1
up\2903efb3_nohash_0.wav,0,4
right\9b02d503_nohash_0.wav,0,2
right\fd5ccd39_nohash_0.wav,0,2
up\afd53389_nohash_0.wav,0,4
right\7081436f_nohash_1.wav,0,2
up\31fd5cf5_nohash_0.wav,0,4
down\4874a7e9_nohash_0.wav,0,0
down\e53139ad_nohash_1.wav,0,0
up\cb164eea_nohash_0.wav,0,4
up\28ed6bc9_nohash_0.wav,0,4
left\9ff2d2f4_nohash_0.wav,0,1
right\3659fc1c_nohash_0.wav,0,2
left\25132942_nohash_2.wav,0,1
up\3d53244b_nohash_1.wav,0,4
up\b69fe0e2_nohash_3.wav,0,4
stop\57152045_nohash_1.wav,0,3
down\9aa21fa9_nohash_0.wav,0,0
up\b308773d_nohash_2.wav,0,4
left\6dfff95a_nohash_0.wav,0,1
up\0d82fd99_nohash_2.wav,0,4
right\b06c19b0_nohash_1.wav,0,2
up\a4ca3afe_nohash_0.wav,0,4
right\1a994c9f_nohash_4.wav,0,2
up\99b05bcf_nohash_1.wav,0,4
up\5c8af87a_nohash_1.wav,0,4
left\b84f83d2_nohash_0.wav,0,1
right\08ab231c_nohash_1.wav,0,2
left\ef77b778_nohash_1.wav,0,1
stop\118261a9_nohash_0.wav,0,3
right\b6e6aa2e_nohash_0.wav,0,2
left\6b7d5101_nohash_0.wav,0,1
left\3b4f8f24_nohash_4.wav,0,1
right\3a3ee7ed_nohash_1.wav,0,2
stop\6d7af359_nohash_0.wav,0,3
up\5769c5ab_nohash_1.wav,0,4
stop\9a69672b_nohash_0.wav,0,3
down\0cb74144_nohash_0.wav,0,0
left\679e9a95_nohash_0.wav,0,1
stop\aff582a1_nohash_1.wav,0,3
left\472b8045_nohash_3.wav,0,1
left\5be23def_nohash_0.wav,0,1
left\f5733968_nohash_2.wav,0,1
right\2bfe70ef_nohash_0.wav,0,2
left\c0445658_nohash_3.wav,0,1
right\b089169d_nohash_1.wav,0,2
stop\2fa39636_nohash_0.wav,0,3
right\3e31dffe_nohash_3.wav,0,2
up\1c3f50ad_nohash_0.wav,0,4
up\0137b3f4_nohash_3.wav,0,4
down\0a2b400e_nohash_2.wav,0,0
down\4c6944d6_nohash_2.wav,0,0
left\b665723d_nohash_0.wav,0,1
down\33246bc2_nohash_1.wav,0,0
down\0137b3f4_nohash_0.wav,0,0
stop\ad1429cf_nohash_1.wav,0,3
up\e5e54cee_nohash_1.wav,0,4
left\ad89eb1e_nohash_0.wav,0,1
up\d85270c1_nohash_0.wav,0,4
stop\b2ae3928_nohash_4.wav,0,3
right\5c39594f_nohash_2.wav,0,2
down\322d17d3_nohash_0.wav,0,0
right\30060aba_nohash_3.wav,0,2
stop\9e92ef0c_nohash_1.wav,0,3
up\833d9f56_nohash_2.wav,0,4
right\37b03ab1_nohash_0.wav,0,2
stop\a42a88ff_nohash_0.wav,0,3
stop\bcf614a2_nohash_0.wav,0,3
stop\c634a189_nohash_4.wav,0,3
left\e49428d9_nohash_0.wav,0,1
left\f2f0d244_nohash_1.wav,0,1
stop\e882abb2_nohash_0.wav,0,3
up\cd671b5f_nohash_2.wav,0,4
stop\1b42b551_nohash_2.wav,0,3
down\122c5aa7_nohash_3.wav,0,0
stop\69953f48_nohash_1.wav,0,3
down\8eb4a1bf_nohash_4.wav,0,0
down\facd97c0_nohash_1.wav,0,0
up\95218ce8_nohash_0.wav,0,4
right\cd7f8c1b_nohash_1.wav,0,2
left\e41a903b_nohash_4.wav,0,1
right\cce7416f_nohash_2.wav,0,2
up\605ed0ff_nohash_0.wav,0,4
left\0137b3f4_nohash_2.wav,0,1
left\acfd5b5e_nohash_0.wav,0,1
left\eeaf97c3_nohash_3.wav,0,1
right\f30285c8_nohash_2.wav,0,2
left\063d48cf_nohash_1.wav,0,1
stop\e7bcee8a_nohash_1.wav,0,3
stop\2fcb6397_nohash_0.wav,0,3
down\9aa21fa9_nohash_4.wav,0,0
left\02ade946_nohash_4.wav,0,1
right\2dc4f05d_nohash_1.wav,0,2
down\aa80f517_nohash_1.wav,0,0
left\190821dc_nohash_2.wav,0,1
down\1ba20be2_nohash_2.wav,0,0
right\4d4e17f5_nohash_0.wav,0,2
stop\063d48cf_nohash_0.wav,0,3
right\195c120a_nohash_0.wav,0,2
up\29fb33da_nohash_2.wav,0,4
left\3c1e12cf_nohash_0.wav,0,1
down\acfd5b5e_nohash_4.wav,0,0
left\017c4098_nohash_1.wav,0,1
right\fbb2f6cc_nohash_0.wav,0,2
stop\1b4c9b89_nohash_4.wav,0,3
up\e7d0eb3f_nohash_2.wav,0,4
left\21cbe292_nohash_0.wav,0,1
left\9b3ea809_nohash_0.wav,0,1
right\e9bc5cc2_nohash_0.wav,0,2
left\90e72357_nohash_1.wav,0,1
left\54ad8f22_nohash_0.wav,0,1
stop\b4ea0d9a_nohash_3.wav,0,3
stop\95fd5a0f_nohash_1.wav,0,3
stop\f9af0887_nohash_1.wav,0,3
up\5ebc1cda_nohash_3.wav,0,4
right\25132942_nohash_3.wav,0,2
stop\460209ac_nohash_3.wav,0,3
stop\facd97c0_nohash_1.wav,0,3
up\bb6d4301_nohash_1.wav,0,4
right\0bac8a71_nohash_0.wav,0,2
up\0f7266cf_nohash_1.wav,0,4
stop\3a929277_nohash_0.wav,0,3
left\fb2f3242_nohash_0.wav,0,1
stop\879a2b38_nohash_3.wav,0,3
stop\f06190c1_nohash_1.wav,0,3
stop\74241b28_nohash_3.wav,0,3
stop\5a9f7324_nohash_2.wav,0,3
stop\fc3ba625_nohash_1.wav,0,3
right\48bfde8e_nohash_0.wav,0,2
down\ed032775_nohash_2.wav,0,0
left\42a99aec_nohash_2.wav,0,1
right\cd671b5f_nohash_3.wav,0,2
up\3108acca_nohash_0.wav,0,4
right\61d3e51e_nohash_0.wav,0,2
right\a7200079_nohash_3.wav,0,2
up\b4aa9fef_nohash_2.wav,0,4
right\b5cf6ea8_nohash_9.wav,0,2
left\7fd25f7c_nohash_0.wav,0,1
up\2796ac50_nohash_0.wav,0,4
right\d3831f6a_nohash_1.wav,0,2
up\9e92ef0c_nohash_0.wav,0,4
right\d9aa8c90_nohash_3.wav,0,2
stop\c120e80e_nohash_0.wav,0,3
left\6ace4fe1_nohash_4.wav,0,1
right\6565a81d_nohash_2.wav,0,2
right\7c83c5f6_nohash_1.wav,0,2
left\2796ac50_nohash_0.wav,0,1
down\9dc1889e_nohash_1.wav,0,0
up\f822b9bf_nohash_0.wav,0,4
right\57b68383_nohash_0.wav,0,2
up\0165e0e8_nohash_2.wav,0,4
right\5f5eef60_nohash_1.wav,0,2
left\099d52ad_nohash_3.wav,0,1
down\a62f807b_nohash_0.wav,0,0
left\f104f742_nohash_0.wav,0,1
down\879a2b38_nohash_0.wav,0,0
down\84999496_nohash_1.wav,0,0
left\ff0e27c3_nohash_1.wav,0,1
stop\f8ba7c0e_nohash_0.wav,0,3
stop\1b4c9b89_nohash_2.wav,0,3
left\8012c69d_nohash_1.wav,0,1
down\197f4153_nohash_3.wav,0,0
right\8a90cf67_nohash_2.wav,0,2
stop\f8f60f59_nohash_0.wav,0,3
right\cf68fad2_nohash_1.wav,0,2
down\1e9e6bdd_nohash_3.wav,0,0
stop\e0c782d5_nohash_4.wav,0,3
left\e882abb2_nohash_0.wav,0,1
right\6272b231_nohash_0.wav,0,2
stop\e5afa9b0_nohash_0.wav,0,3
up\9886d8bf_nohash_2.wav,0,4
down\439c84f4_nohash_0.wav,0,0
right\8dc18a75_nohash_0.wav,0,2
right\1aed7c6d_nohash_0.wav,0,2
stop\d1a4fb3f_nohash_0.wav,0,3
left\5de8f2f0_nohash_0.wav,0,1
left\7622d95b_nohash_0.wav,0,1
stop\7d149b38_nohash_0.wav,0,3
up\51f7a034_nohash_1.wav,0,4
up\86fa2dcd_nohash_1.wav,0,4
right\21832144_nohash_2.wav,0,2
up\8e05039f_nohash_0.wav,0,4
left\3efef882_nohash_0.wav,0,1
left\40115b19_nohash_0.wav,0,1
down\0e17f595_nohash_0.wav,0,0
down\6c6aa323_nohash_1.wav,0,0
right\c79159aa_nohash_0.wav,0,2
stop\e71a9381_nohash_1.wav,0,3
right\6ceeb9aa_nohash_0.wav,0,2
down\32ad5b65_nohash_1.wav,0,0
stop\1cbcc7a7_nohash_0.wav,0,3
right\676f8138_nohash_2.wav,0,2
down\c9b653a0_nohash_0.wav,0,0
stop\b83c1acf_nohash_0.wav,0,3
right\5b09db89_nohash_0.wav,0,2
stop\f297e878_nohash_1.wav,0,3
right\9b02d503_nohash_2.wav,0,2
up\541e4079_nohash_1.wav,0,4
up\e71a9381_nohash_3.wav,0,4
up\234d6a48_nohash_0.wav,0,4
down\44260689_nohash_0.wav,0,0
down\97f4c236_nohash_0.wav,0,0
down\b4aa9fef_nohash_1.wav,0,0
stop\324210dd_nohash_3.wav,0,3
up\6ace4fe1_nohash_3.wav,0,4
right\cdee383b_nohash_0.wav,0,2
stop\0f7dc557_nohash_0.wav,0,3
left\d3f22f0e_nohash_0.wav,0,1
right\bbb2eb5b_nohash_1.wav,0,2
down\3102f006_nohash_0.wav,0,0
down\e11fbc6e_nohash_1.wav,0,0
stop\caa4779f_nohash_1.wav,0,3
left\2b3f509b_nohash_1.wav,0,1
stop\ad63d93c_nohash_1.wav,0,3
down\97f4c236_nohash_3.wav,0,0
stop\ad63d93c_nohash_0.wav,0,3
left\1b88bf70_nohash_0.wav,0,1
right\f19c1390_nohash_3.wav,0,2
left\6f7724f5_nohash_0.wav,0,1
down\377e916b_nohash_0.wav,0,0
stop\525eaa62_nohash_0.wav,0,3
right\dca2797e_nohash_3.wav,0,2
left\ab9b93e4_nohash_3.wav,0,1
stop\d9aa8c90_nohash_2.wav,0,3
left\890e4ee2_nohash_1.wav,0,1
left\6c0f6493_nohash_2.wav,0,1
down\81898f68_nohash_0.wav,0,0
left\023a61ad_nohash_0.wav,0,1
down\39a12648_nohash_2.wav,0,0
right\98ea0818_nohash_1.wav,0,2
down\f035e2ea_nohash_2.wav,0,0
stop\7cbf645a_nohash_0.wav,0,3
right\b29f8b23_nohash_0.wav,0,2
right\099d52ad_nohash_1.wav,0,2
up\6969e51a_nohash_3.wav,0,4
stop\54d9ccb5_nohash_2.wav,0,3
up\5f01c798_nohash_0.wav,0,4
